,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
288528,A1430AS4J7BMTY,B008RV2SCM,"Kevin Dorff ""kdorff""",0,0,"It's tough. I love these. They taste great. Nice chew. But compared to the orange flavored chewables, these are SO expensive. The Centrum Orange chewable os about 8 cents a day.These are about 28 cents a day (as you are told to take 4 instead of 1). Is it worth paying over 3x for vitamins to be a bit more candy like? You decide.",3.0,Tastes great. Over 3x expensive. YOU decide if it's worth it.,1384300800,"11 13, 2013"
139154,A34X8OFX4U8UY6,B001HBN5LM,Amazon Customer,0,0,"I have tried the chocolate which was good, and now LOVING the berry.  Why?  Not only for nutritional and allergy reasons, but I can drink it with water alone and it still tastes great!! I can save my calories from the rice milk I would normally drink the chocolate one with for something else that's tasty!!",5.0,VEGA BERRY!!,1296777600,"02 4, 2011"
240095,A3F1RTTAQAIT58,B004YHKUXC,M. Levy,2,2,This is a genius product! It is premeasured one load of detergent and it contain separate stain remover and brightener fluids.I would never get as many loads out of a bottle as I would add to much or guess. This takes the guess work out and saves me money but not overusing. On top of that it comes out to about 25-30 cents a load which is about how much normal detergent cost (if you measure right) I normally find about that much in the washer when I take my cloths out.The best feature however is they don't spill. I use to keep my bottle of detergent on top of the washer dryer. every once in a while the dryer would shake the bottle off and I would loose about half of it and have a mess to clean up. These do not spill.This is an amazing product and makes doing laundry slightly less of a chore.,5.0,It works perfectly! no more mess or measuring!,1360972800,"02 16, 2013"
148846,AL2AR87CTYXDU,B001TDL3XA,ATOMIC1701,0,0,MY DAD NEED TO HAVE MORE ENERGY SO I GOT THIS GUMMIES FOR HIM TO CHEW BECAUSE HE CAN NOT SWALLOW PILLS TO EASY AND THIS FOR GREAT FOR HIM. HE IS 86,5.0,ATOMIC1701,1344729600,"08 12, 2012"
48626,A3HDRH74CGBIID,B000FIH8XO,Nytsur,0,0,"I paid $35 for this thing and it's not worth half that!  Although, it was the only mug in this style I could find that was mostly all black, so I paid the extra just for that.  Other than that, it is as expected and works really well.  It holds heat well, and it holds enough water/soap for a great foamy/creamy shaving experience.Pros:- Holds heat well- Good size- Fits well in my hand (big hands)- Black and shiny and looks niceCons:- Expensive!",4.0,Expensive Soap Bowl,1376438400,"08 14, 2013"
140654,A93SRU78HLB2P,B001J5H92C,"Liz-ard ""person""",0,0,"I hope I never have to use it but it looks like it will do the job if I break a forearm, foot, hand, or calf on my outback canoe touring trips. Wish I'd ordered another and an addition 2 larger sizes for my thighs and upper arms. Compactly rolled and takes up little room in my emergency case.",5.0,Looks good,1375660800,"08 5, 2013"
68430,A2KICNU7EOBYE5,B000MIIFTI,Zilla,0,0,What else can you say other than it works? As long as the plastic hinges and latch don't malfunction it will serve the purpose.,5.0,works like its supposed to,1369353600,"05 24, 2013"
19144,AFTMZS0VB5R2I,B00024D9AW,"BrandonKellyE ""-""",3,7,"I felt that this product was actually working right at first. I felt the twinges and slight pain associated with sudden breast increase. I don't know if its my occasional soda and/or coffee intake that has caused the cesssation of feelings, but I do not feel that the product is working any more. I have ordered Pueraria Mirifica (not sure of the spelling)and then will probably give up after this.",3.0,"So, so",1300838400,"03 23, 2011"
193796,A1HFIVSP976IR0,B003ASQO0O,"Tarheel Chemist ""Chem. Prof.""",0,0,"This is my second pair of these insoles.  The shoe companies continue to put crappy liners in their shoes, even the expensive ones.  I find that a good pair of insoles helps me to avoid blisters and allows for a more custom fit for running shoes.  You will need to be sure that your shoes will still fit properly with the insoles in place.  These insoles do require some extra room, so you may need to size your running shoes a half size or more larger than usual.  It would be best to take the insoles with you and try on new shoes with them first.",4.0,Maybe the best athlete Insoles Out There,1378080000,"09 2, 2013"
291362,A1JYTRU5W42B25,B009319IJQ,Anne L. Watson,0,0,"These pads do a great job on hard floors and are very easy to use and replace on the mop head. They glide across the floor easier than any mop I've ever used, and clean well.",5.0,Effective and easy to use,1395273600,"03 20, 2014"
93485,A8TDIOWSTZKBT,B0010LORTI,Laura V,0,0,Used this product for quite a while but am looking for a substitute.  Does not do well with hard water.,4.0,Toilet cleaner is okay,1360022400,"02 5, 2013"
246580,A1QR76SYGTXJN5,B005ACNPKA,"Adam B. Shaeffer ""ashaef""",1,3,"I recently switched away from Gillette razors as I found them to be a little more expensive than I had budget room for. I have tried a couple other brands since then, with this razor being the most recent, and while the Azor 5 is the best of the alternatives I've tried, it still doesn't match the Gillette Mach 3 or Fusion. With a brand new blade, there's a noticeable difference in closeness and comfort with the Fusion over the Azor 5. So while the Azor isn't the best, it's still good. It has a unique handle that makes the razor easy to grasp and it shaves well going both up and down. It's a serviceable alternative, but I think I'm just going to have to pay a little more and stick with Gillettes from here on out.UPDATE:After a few more weeks of use I like this razor less than I did originally and am even more convinced that I need to stick with Gillette.",3.0,"Good, but not as good as Gillette razors",1314057600,"08 23, 2011"
150286,A39NY1WKMR1VTY,B001U0OFCS,Melissa Morgan-Oakes,2,2,"I am not a particularly good or fast swimmer by any means, having just learned this year. I swim 4 days a week now, about a mile a day, since a medical condition precluded running (insert very, very sad face here). I had an older (not Polar) HRM that I had used when running or cycling, but it was nothing that could go in the water. After tremendous research, I settled on the Polar FT4. My husband, a road cyclist, has an FT7, so we were familiar with the brand and the functionality of Polar HRM's.After reading a lot of the reviews here on Amazon and some from other websites, I learned that I should not push the buttons of the FT4 while in the water. Our local Y requires a shower before entering the pool (as most do), so I shower and then carefully dry off one hand and the watch portion of the HRM before heading down to the pool area. I hit the start button just before I get in the water with my dry hand. I do the reverse on the way out - exit the pool, grab a towel, dry off the watch and my hand, and hit stop (or pause depending on what I will be doing next - if I am going for a ride or a walk, I can easily hit start again once I am on my bike or outside).What I love about this HRM:Calorie calculation. I am quite short, so the average calorie calculation chart doesn't always seem accurate. And I am a slow swimmer, which means I probably burn less than the average - or I thought I did. Turns out I don't burn much less, but I am glad to know that for sure.Comfortable chest strap - My old HRM was not comfortable to wear. In order to get an accurate rate it had to be extremely tight. The Polar can be comfortable, not restrictive, and not lose it's signal. I have asthma, and that strap constricting around my chest made me want to scream. I LOVE the Polar's comfortable strap!Comfortable and attractive watch - I have very small wrists and actually emailed Polar prior to purchase to ensure that the strap would fit me - and it does. The watch portion is lightweight, comfortable, and actually is more attractive on than my old waterproof watch. I got the bronze color. It can go from pool to shower to regular life and not look out of place, obtrusive, or ugly.Alert tone for low (out of zone) heart rate - I need motivation. The fact that it beeps at me when I slack off or dawdle too long at the end of a length is motivating.What I do not always love about this HRM:Only one thing bugs me. There is an alarm and ""out of zone"" warning for high HR. I regularly exceed the target rate and that alarm annoys me a bit. I have not figured out how to make it stop alarming if I go over while still alarming when I go under. I have debated ""lying"" to it about my age so that the target zone numbers increase, but that just seems silly. I'd like to be able to selectively shut off the high alarm while keeping the low one.That only this one thing bugs me was a surprise. I expected to be annoyed that I couldn't switch functions when in the water as I can on land for, say, a sprint - I can't just hit a button and swap from clock function to HR function. It doesn't bother me as much as I expected. There are two clocks on the wall and I can see them well enough to watch times for a lap or a quarter mile and so forth. Yes, in a perfect world I could switch and time a lap, etc, but really the HR function means much more to me than timing anything. I am entirely too ""mature"" (or injured!) to care how fast I am anymore. ;)Otherwise, the monitor has performed better than expected. Over all, I love the thing. I waited over a month before writing this review so I could be certain that it worked in the water, as that was my prime concern when purchasing. Observing the rule of not pushing buttons in the water is simple enough to remember if it gets me what I need - a comfortable, accurate HRM that works in the pool AND on land, calculates HR and caloric burn, and keeps date files of same.",5.0,Swimmer's Review,1376697600,"08 17, 2013"
